ASV,stdN,lowN,total_counts,ratioN,Kingdom,Phylum,Class,Order,Family,Genus,Species,taxa,man_taxa
asv_000296,40537,32918,73455,1.231453916,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA,Chitinophaga,Chitinophaga eiseniae
asv_000584,33440,11691,45131,2.860319904,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA,Chitinophaga,Chitinophaga eiseniae
asv_000412,37834,21332,59166,1.773579599,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA,Chitinophaga,Chitinophaga eiseniae
asv_000221,46865,47068,93933,0.995687091,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA,Chitinophaga,Chitinophaga eiseniae
asv_000466,24642,28327,52969,0.869912098,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,eiseniae,Chitinophaga,Chitinophaga eiseniae
asv_000621,22164,21085,43249,1.05117382,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_001162,19606,6999,26605,2.801257322,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000898,20608,12866,33474,1.601741023,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000802,17893,18751,36644,0.95424244,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000545,22608,24330,46938,0.929223181,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000442,25671,30097,55768,0.852942154,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000855,18608,16173,34781,1.150559575,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000368,28455,34486,62941,0.825117439,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000497,39345,11388,50733,3.454952582,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000282,42487,33853,76340,1.255043866,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000385,40199,20967,61166,1.917250918,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000367,32674,30302,62976,1.078278661,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000256,41572,39639,81211,1.048765105,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000383,35611,25741,61352,1.383434987,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000177,53517,55387,108904,0.966237565,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000214,47031,48805,95836,0.963651265,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000645,23506,18751,42257,1.253586475,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000510,27054,22739,49793,1.189762083,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000416,29641,29267,58908,1.012778898,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000651,21563,20568,42131,1.048376118,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000333,33067,34926,67993,0.946773178,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000443,27715,28012,55727,0.989397401,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000713,26636,12920,39556,2.061609907,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000195,55099,48092,103191,1.145699909,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000306,38481,33185,71666,1.159590176,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000773,27019,10631,37650,2.541529489,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000235,52009,36912,88921,1.408999783,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000295,52471,21116,73587,2.484892972,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000308,41505,30075,71580,1.380049875,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000213,50758,45581,96339,1.113578026,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_000160,62347,57420,119767,1.085806339,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,arvensicola,Chitinophaga,Chitinophaga arvensicola
asv_002812,4776,7557,12333,0.631996824,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,Chitinophaga arvensicola
asv_002356,6168,8335,14503,0.740011998,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,Chitinophaga arvensicola
asv_008901,1590,1965,3555,0.809160305,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005647,1620,4480,6100,0.361607143,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_004785,2411,4881,7292,0.493956157,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_006633,1177,3899,5076,0.301872275,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003093,3151,8075,11226,0.390216718,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001602,6981,13610,20591,0.512931668,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003835,2596,6501,9097,0.399323181,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002556,5454,8008,13462,0.681068931,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005948,1744,3989,5733,0.437202306,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003286,3978,6643,10621,0.598825832,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003116,2953,8185,11138,0.360781918,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_006772,3252,1704,4956,1.908450704,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002185,4502,11116,15618,0.405001799,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001018,10685,19121,29806,0.558809686,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_007639,1339,2963,4302,0.451906851,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002411,3056,11122,14178,0.274770725,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002867,2779,9317,12096,0.298271976,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_004423,2999,4880,7879,0.61454918,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_004366,4796,3182,7978,1.507228158,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001533,5986,15340,21326,0.390221643,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003011,3900,7634,11534,0.510872413,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002200,4421,11069,15490,0.39940374,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001235,6931,18387,25318,0.376951107,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001656,6467,13575,20042,0.476390424,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003215,8290,2564,10854,3.233229329,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005938,2160,3581,5741,0.603183468,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005011,2064,4892,6956,0.421913328,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002247,5474,9681,15155,0.565437455,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003981,2856,5936,8792,0.481132075,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005391,1984,4425,6409,0.448361582,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002670,3998,8879,12877,0.450275932,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003829,2641,6464,9105,0.408570545,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003279,4298,6346,10644,0.677277025,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005212,2901,3741,6642,0.775461107,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_004022,3595,5101,8696,0.704763772,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002454,4747,9234,13981,0.514078406,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001131,11106,16282,27388,0.682102936,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002914,5471,6438,11909,0.849798074,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001850,8762,9266,18028,0.945607598,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005723,2103,3895,5998,0.539922978,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002960,5370,6351,11721,0.845536136,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002909,3885,8042,11927,0.483088784,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005900,4803,976,5779,4.921106557,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001606,6921,13614,20535,0.508373733,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_000711,16350,23332,39682,0.700754329,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002443,12150,1873,14023,6.486919381,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001434,8511,14129,22640,0.602378088,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_008027,2542,1489,4031,1.707186031,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_005176,2228,4461,6689,0.499439588,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_007028,1309,3444,4753,0.380081301,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_004227,2238,6002,8240,0.372875708,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002532,3108,10448,13556,0.297473201,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_008698,1364,2288,3652,0.596153846,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001882,4944,12898,17842,0.383315243,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002505,5564,8127,13691,0.684631475,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_002155,5624,10165,15789,0.553271028,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_000882,11000,22965,33965,0.478989767,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003820,3179,5946,9125,0.53464514,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_003430,7813,2369,10182,3.298016041,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_001286,6238,18372,24610,0.339538428,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_004727,3212,4167,7379,0.770818335,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA,Niastella,Niastella
asv_004315,1921,6163,8084,0.311698848,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_002460,2439,11507,13946,0.211957939,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_007689,722,3546,4268,0.203609701,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_002168,5461,10265,15726,0.532001948,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_004316,2154,5930,8084,0.363237774,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_003553,2476,7331,9807,0.337743828,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_003916,2614,6314,8928,0.414000634,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_002230,2889,12401,15290,0.232965083,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_002568,3091,10323,13414,0.299428461,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_001168,6384,20098,26482,0.317643547,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_004640,2795,4737,7532,0.590035888,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_005244,1923,4659,6582,0.412749517,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,Flavisolibacter,Flavisolibacter-Puia
asv_003672,3657,5804,9461,0.630082702,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,Flavisolibacter,Flavisolibacter-Puia
asv_002516,4724,8919,13643,0.529655791,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,Flavisolibacter,Flavisolibacter-Puia
asv_001140,13021,14137,27158,0.921058216,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,Flavisolibacter,Flavisolibacter-Puia
asv_003689,2440,6974,9414,0.349870949,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,Flavisolibacter,Flavisolibacter-Puia
asv_001379,6398,16995,23393,0.376463666,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,Flavisolibacter,Flavisolibacter-Puia
asv_002066,4889,11528,16417,0.424097849,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,Flavisolibacter,Flavisolibacter-Puia
asv_002031,6235,10481,16716,0.594885984,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,Flavisolibacter,Flavisolibacter-Puia
asv_005133,3011,3768,6779,0.799097665,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_003848,4339,4723,9062,0.918695744,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA,Puia,Flavisolibacter-Puia
asv_003311,2913,7653,10566,0.380635045,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_003216,2775,8074,10849,0.343695814,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_002417,3572,10569,14141,0.337969534,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_001543,6654,14584,21238,0.456253428,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_008009,1477,2564,4041,0.576053042,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_002477,4360,9496,13856,0.459140691,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_006157,1627,3928,5555,0.414205703,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_003259,3121,7596,10717,0.410874144,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_004380,2726,5225,7951,0.521722488,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_001794,4388,14212,18600,0.308753166,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_005112,4738,2066,6804,2.293320426,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_004026,5334,3349,8683,1.592714243,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_004980,5842,1169,7011,4.997433704,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_002181,6480,9173,15653,0.706421018,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_003290,3702,6910,10612,0.535745297,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_001697,6753,12848,19601,0.525607098,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_004041,4077,4579,8656,0.890369076,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_001165,8267,18305,26572,0.451625239,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
asv_000828,10703,24949,35652,0.42899515,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,f_Chitinophagaceae,f_Chitinophagaceae Unknown Genus
